Genome ID,species,Label,Genome Name,Host Name,Isolation Source,Isolation Comments,Genome Quality,Collection Date,Date Inserted,Other Clinical,Host Health,Disease,Comments
34038.11,Rahnella aquatilis,HP,Rahnella aquatilis strain DLL7529,"Human, Homo sapiens",feces,,Good,2015,2018-09-29 15:45:08.489000+00:00,,"Diarrhoea, Antibiotic-associated",,Bacterial pathogens isolated from patients with C. difficile-negative AAD
2130.20,Ureaplasma urealyticum,HP,Ureaplasma urealyticum strain 1000,"Human, Homo sapiens",urogenital tract,,Good,2017-07,2018-09-29 19:41:52.872000+00:00,,isolate obtained from scrapings of the urogenital tract of a woman with inflammatory diseases of the reproductive organs,,Ureaplasma urealyticum 1000 the multidrug-resistant clinical isolate obtained from scrapings of the urogenital tract of a woman with inflammatory diseases of the reproductive organs
208224.45,Enterobacter kobei,HP,Enterobacter kobei strain CRE54,"Human, Homo sapiens",blood,,Good,01-Mar-2016,2018-09-30 20:47:00.547000+00:00,,bacterial infectious disease,,"Carbapenem-resistant Enterobacteriaceae (CRE) are emerging as a major health threat in North America. The mechanism of resistance to carbapenems has therapeutic and public health implications. The aim of this study was to comprehensively characterize the underlying mechanisms of carbapenem resistance in CRE isolates at a health system in Silicon Valley, California."
45972.49,Staphylococcus pasteuri,HP,Staphylococcus pasteuri strain 65WT,"Human, Homo sapiens",,,Good,2016,2018-05-31 00:16:38.178000+00:00,,,,"S.pasteuri, isolated from blood culture of the patient of surgical unit General University Hospital in Prague, was used for in vitro vancomycin resistance development"
539813.4,Enterobacter mori,HP,Enterobacter mori strain 800721-17,"Human, Homo sapiens",ear canal,,Good,20-Dec-2016,2017-09-29 15:24:52.514000+00:00,,otitis externa,,"Whole-Genome Analysis of Enterobacter mori, a Novel Human Pathogen carrying a blaIMI-2 Carbapenemase in Austria"
1299331.3,Mycobacterium intracellulare,HP,Mycobacterium intracellulare 1956,"Human, Homo sapiens",sputum,,Good,2011,2014-12-08 22:12:07.441000+00:00,,,,Whole genome sequencing of 14 antibiotic resistant nontuberculous mycobacteria used in preclinical compound testing at Colorado State University;many frameshifted proteins
2066047.3,Citrobacter freundii complex sp. CFNIH11,HP,Citrobacter freundii complex sp. CFNIH11,"Human, Homo sapiens",patients and hospital environment,isolated from patients and hospital environment,Good,2016,2018-05-25 22:26:04.849000+00:00,,,,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment."
37329.6,Nocardia farcinica,HP,Nocardia farcinica strain CNM20091955,"Human, Homo sapiens",sputum,isolated from two Cystic Fibrosis patients with high level of resistance against trimethoprim/sulfamethoxazole and linezolid,Good,2009-12,2017-11-24 16:37:15.527000+00:00,host_description:Cystic Fibrosis patient,Respiratory infection,,"To a better understanding of the antimicrobial resistance background, among other characteristics of the genomes of two Nocardia farcinica strains isolated from two Cystic Fibrosis patients with high level of resistance against trimethoprim/sulfamethoxazole and linezolid."
575.13,Raoultella planticola,HP,Raoultella planticola strain FDAARGOS_283,"Human, Homo sapiens",Endotracheal aspirate,,Good,21-Oct-2013,2017-11-24 15:30:51.771000+00:00,,Colonization,,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA’s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally: •Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. •Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and Pac Biosequencing platforms at the Institute for Genome Sciences disclaimer icon at the University of Maryland (UMD-IGS). •Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases. The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available."
143387.58,Fusobacterium necrophorum,HP,Fusobacterium necrophorum subsp. funduliforme strain P1_CP,"Human, Homo sapiens",Colorectal primary tumor,derived xenographs,Good,2016,2017-11-24 17:22:29.711000+00:00,,,,"Total RNA sequencing data from primary colorectal tumors, liver metastasis and patient derived xenographs. Persistence of Fusobacterium and co-occuring anaerobic bacteria in human colorectal cancer."
28131.16,Prevotella intermedia,HP,Prevotella intermedia strain KCOM 2069,"Human, Homo sapiens",endodontic infection,,Good,2005-03-01,2017-11-24 17:23:14.849000+00:00,,Endodontic infection,,Genome sequencing of Prevotella intermedia KCOM 2069
1529.7,Clostridium cadaveris,HP,Clostridium cadaveris strain LH052,"Human, Homo sapiens",Preterm infant faecal sample,,Good,2015-07,2017-11-24 17:34:31.508000+00:00,host_health_state:not applicable,,,This study aims to isolate Clostridium species from preterm infant gut and apply WGS to understand the virulence potential of Clostridium strains existing in preterm gut in relation to gut infection using genomic data.
1891097.3,Macrococcus goetzii,HP,Macrococcus sp. CCM 4927,"Human, Homo sapiens",swab from mycotic infection,"isolated from human clinical material in Ceske Budejovice, Czech Republic",Good,Dec-2000,2017-11-26 21:41:34.205000+00:00,,,,"Macrococcus sp. isolated from human clinical material in Ceske Budejovice, Czech Republic."
1891096.3,Macrococcus caseolyticus,HP,Macrococcus sp. CCM 7927,"Human, Homo sapiens",vaginal swab,"isolated from human clinical material in Pribram, Czech Republic",Good,2003,2017-11-26 21:43:00.037000+00:00,,,,"Macrococcus sp. isolated from human clinical material in Pribram, Czech Republic."
1530123.10,Acinetobacter seifertii,HP,Acinetobacter seifertii strain MI421-133,"Human, Homo sapiens",Catheter,,Good,2016-04,2018-01-01 00:15:19.301000+00:00,,Sepsis,,"Identification of Acinetobacter seifertii clinical isolates from Cochabamba, Bolivia"
69218.21,Enterobacter cancerogenus,HP,Enterobacter cancerogenus strain FDAARGOS_232,"Human, Homo sapiens",wound swab,,Good,29-Aug-2014,2018-05-25 19:11:08.204000+00:00,,Wound infection,,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA’s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally:  Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and PacBio sequencing platforms at the Institute for Genome Sciences at the University of Maryland (UMD-IGS). Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases.   The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available."
95486.221,Burkholderia cenocepacia,HP,Burkholderia cenocepacia strain VC6072,"Human, Homo sapiens",Sputum,,Good,1994-04-13,2017-03-20 07:52:34.285000+00:00,host_subject_id:Patient 6,Cystic Fibrosis,,"Cystic fibrosis (CF) is the most common fatal genetic disorder in children and young adults in Canada. The primary cause of CF-related deaths is chronic microbial infection in the lungs of affected patients. In particular, bacterial pathogens from the Burkholderia cepacia complex (Bcc) are a serious health concern for CF patients, because Bcc can establish persistent infections in the lungs and are highly resistant to antibiotics. Complicating the clinical picture is the fact that CF patients infected with the “same” Burkholderia strains, as identified by the lower-resolution genotyping methods, can have drastically different clinical outcomes. In this study, we sequenced over 200 clinical isolates of B. cenocepacia using Illumina paired-end and PacBio long-read sequencing. Our goal is to capture the genomic diversity and changes that are found in clinical B. cenocepacia isolates."
585.33,Proteus vulgaris,HP,Proteus vulgaris strain KCTC 2579,"Human, Homo sapiens",stool,,Good,1979-09,2018-05-25 19:26:27.215000+00:00,,,,Proteus spp. isolated from clinical and food samples
54291.43,Raoultella ornithinolytica,HP,Raoultella ornithinolytica strain Ro25687,"Human, Homo sapiens",wound drainage fluid,,Good,09-Oct-2014,2017-09-28 21:05:35.998000+00:00,host_disease_outcome:cure,wound infection post surgery,,"We report here the emergence of seven IMP-4 producing Raoultella ornithinolytica isolates from one patient. All isolates carried the blaIMP-4 carbapenemase gene, five isolates also carried blaSHV-12, four contained blaTEM and one encoded blaOXA-1. Notably, the isolate Ro25724 also expressed KPC-2 carbapenemase."
777.221,Coxiella burnetii,HP,Coxiella burnetii strain Cb3506,"Human, Homo sapiens",heart valve,isolated in the United Kingdom are presented,Good,10-Sep-2014,2018-05-25 19:42:53.749000+00:00,,Q fever,,"Coxiella burnetii is the causative agent of the zoonotic disease Q-fever, which is endemic in most parts of the world. Six draft genome sequences of C. burnetii isolated in the United Kingdom are presented. These include one human heart valve isolate, and five isolates from ruminants including cattle, sheep and goat. These represent the first whole genome sequences from the UK and their availability will increase our understanding of global genetic diversity of this pathogen."
1781.38,Mycobacterium marinum,HP,Mycobacterium marinum,"Human, Homo sapiens",,,Good,2017-01-01,2018-05-25 21:35:50.950000+00:00,,,,"Micobacterium marinum is an aquatic free living bacterium that causes tubercular infections in fishes and amphibians. This is also an important human pathogen causing chronic skin infections in immunocompromised individuals. The current project is for comparing the genomic features of three M. marinum strains that are used in laboratory research for genetic and infection studies. The strains are : a) M. marinum 1218 R, b) M. marinum M-USA and c) M. marinum E11 Additionally, we have sequenced a derivative of M. marinum 1218R that is generated in our lab to compare its sequence features with the wild-type strains."
2080665.3,Enterobacter cloacae complex sp. ECNIH15,HP,Enterobacter cloacae complex sp. ECNIH15,"Human, Homo sapiens",patients and hospital environment,isolated from patients and hospital environment,Good,2016,2018-05-25 22:26:38.051000+00:00,,,,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment."
199.801,Campylobacter concisus,HP,Campylobacter concisus strain AAUH-12CDsig,"Human, Homo sapiens",Biopsy,,Good,2016,2018-05-25 21:39:54.956000+00:00,,Crohn's Disease,,"Molecular epidemiology and comparative genomics and typing of Campylobacter concisus strains from saliva, faeces and gut mucosal biopsies in inflammatory bowel disease"
2080668.3,Enterobacter cloacae complex sp. ECNIH17,HP,Enterobacter cloacae complex sp. ECNIH17,"Human, Homo sapiens",patients and hospital environment,isolated from patients and hospital environment,Good,2016,2018-05-25 22:16:35.677000+00:00,,,,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment."
2080672.3,Citrobacter freundii complex sp. CFNIH8,HP,Citrobacter freundii complex sp. CFNIH8,"Human, Homo sapiens",patients and hospital environment,isolated from patients and hospital environment,Good,2015,2018-05-25 22:17:21.419000+00:00,,,,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment."
2080669.3,Citrobacter freundii complex sp. CFNIH7,HP,Citrobacter freundii complex sp. CFNIH7,"Human, Homo sapiens",patients and hospital environment,isolated from patients and hospital environment,Good,2015,2018-05-25 22:17:33.775000+00:00,,,,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment."
2080670.3,Citrobacter freundii complex sp. CFNIH6,HP,Citrobacter freundii complex sp. CFNIH6,"Human, Homo sapiens",patients and hospital environment,isolated from patients and hospital environment,Good,2015,2018-05-25 22:17:48.499000+00:00,,,,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment."
2080664.3,Enterobacter cloacae complex sp. ECNIH14,HP,Enterobacter cloacae complex sp. ECNIH14,"Human, Homo sapiens",patients and hospital environment,isolated from patients and hospital environment,Good,2016,2018-05-25 22:18:17.074000+00:00,,,,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment."
2080752.3,Citrobacter freundii complex sp. CFNIH12,HP,Citrobacter freundii complex sp. CFNIH12,"Human, Homo sapiens",patients and hospital environment,isolated from patients and hospital environment,Good,2016,2018-05-25 22:18:39.055000+00:00,,,,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment."
2080659.3,Enterobacter cloacae complex sp. ECNIH13,HP,Enterobacter cloacae complex sp. ECNIH13,"Human, Homo sapiens",patients and hospital environment,isolated from patients and hospital environment,Good,2016,2018-05-25 22:23:26.640000+00:00,,,,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment."
2080673.3,Acinetobacter calcoaceticus/baumannii complex sp. ABNIH27,HP,Acinetobacter calcoaceticus/baumannii complex sp. ABNIH27,"Human, Homo sapiens",patients and hospital environment,isolated from patients and hospital environment,Good,2015,2018-05-25 22:23:46.040000+00:00,,,,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment."
2080660.3,Enterobacter cloacae complex sp. ECNIH12,HP,Enterobacter cloacae complex sp. ECNIH12,"Human, Homo sapiens",patients and hospital environment,isolated from patients and hospital environment,Good,2016,2018-05-25 22:23:57.476000+00:00,,,,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment."
2080661.3,Enterobacter cloacae complex sp. ECNIH16,HP,Enterobacter cloacae complex sp. ECNIH16,"Human, Homo sapiens",patients and hospital environment,isolated from patients and hospital environment,Good,2016,2018-05-25 22:24:18.069000+00:00,,,,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment."
2080666.3,Enterobacter cloacae complex sp. ECNIH10,HP,Enterobacter cloacae complex sp. ECNIH10,"Human, Homo sapiens",patients and hospital environment,isolated from patients and hospital environment,Good,2012,2018-05-25 22:24:46.546000+00:00,,,,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment."
2080667.3,Enterobacter cloacae complex sp. ECNIH9,HP,Enterobacter cloacae complex sp. ECNIH9,"Human, Homo sapiens",patients and hospital environment,isolated from patients and hospital environment,Good,2012,2018-05-25 22:24:56.908000+00:00,,,,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment."
2080662.3,Enterobacter cloacae complex sp. ECNIH11,HP,Enterobacter cloacae complex sp. ECNIH11,"Human, Homo sapiens",patients and hospital environment,isolated from patients and hospital environment,Good,2015,2018-05-25 22:25:33.441000+00:00,,,,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment."
2080671.3,Citrobacter freundii complex sp. CFNIH5,HP,Citrobacter freundii complex sp. CFNIH5,"Human, Homo sapiens",patients and hospital environment,isolated from patients and hospital environment,Good,2014,2018-05-25 22:25:52.423000+00:00,,,,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment."
2080663.3,Enterobacter cloacae complex sp. ECNIH8,HP,Enterobacter cloacae complex sp. ECNIH8,"Human, Homo sapiens",patients and hospital environment,isolated from patients and hospital environment,Good,2011,2018-05-25 22:16:04.560000+00:00,,,,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment."
1574624.3,[Propionibacterium] namnetense,HP,Propionibacterium namnetense strain NTS 31307302,"Human, Homo sapiens",Bone,,Good,2013-03,2016-07-04 21:28:48.332000+00:00,host_disease_outcome:recovery,Osteomyelitis,,New Propionibacterium species involved in bone infection
72557.10,Achromobacter ruhlandii,HP,Achromobacter ruhlandii strain 6241,"Human, Homo sapiens",sputum from Cystic fibrosis patients,isolated from cystic fibrosis patients and there is no sequence genome for it,Good,5/21/07,2016-05-23 19:37:09.377000+00:00,,,,The aim of this study is understand the genomic organization of Achromobacter ruhlandii. This species is rarely isolated from cystic fibrosis patients and there is no sequence genome for it.
1820023.3,Enterobacter genomosp. S,HP,Enterobacter cloacae complex sp. GN06232,"Human, Homo sapiens",,,Good,2014,2016-05-23 14:47:13.840000+00:00,host_health_state:Diseased,Bloodstream infection,,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried."
2020249.3,unclassified Helicobacter,HP,Helicobacter sp. 'CLO3_human' strain 106650,"Human, Homo sapiens",feces,is from wild felines and H. cetorum from marine mammals was also identified,Good,2000,2018-05-30 11:13:07.301000+00:00,,,,"Since the discovery of the human pathogen Helicobacter pylori, various other Helicobacter species have been identified in the stomach of domesticated and wild mammals. To better understand the evolutionary history of these ecologically similar but genetically distinct species, we analysed 107 gastric Helicobacter genomes and included 55 enterohepatic Helicobacter genomes for comparison purposes. An admixture analysis supported the presence of an ecological barrier, preventing the genetic exchange between the gastric and enterohepatic Helicobacter species, and unravelled many gene flow events within and across species residing in the stomach. As pets can be colonized by multiple gastric Helicobacter species, the genetic exchange between the canine and feline strains was evident, with H. heilmannii and H. bizzozeronii showing the highest interspecies recombination. An admixture between H. pylori (in particular, the ancestral African strains), H. acinonychis from wild felines and H. cetorum from marine mammals was also identified. Because these latter species do not share the same host, this phenomenon is most likely a remaining signal of shared ancestry. A reconstruction of the time of divergence of the gastric Helicobacter spp. revealed that the domestic animal-related Helicobacter species evolved in parallel with H. pylori and its two closest relatives (H. acinonychis and H. cetorum), rather than together."
1903720.19,unclassified Bacilli (miscellaneous),HP,Bacilli bacterium strain VT-842,"Human, Homo sapiens",surgical intestinal biopsy,,Good,2016,2018-09-29 22:44:30.430000+00:00,,Duodenal Cancer,,Bacilli bacterium Strain VT-842 Isolated from the Intestine of a Patient with Duodenal Cancer
1661034.3,unclassified Pseudomonas,HP,Pseudomonas sp. NBRC 111119,"Human, Homo sapiens",,,Good,2009,2016-01-17 17:16:57.698000+00:00,,,,"Members of the genus Pseudomonas are attractive target for genome sequencing due to their clinical importance, metabolic versatility, and ubiquitous distribution in environment. This project aims to support epidemiological studies and biotechnological research of Pseudomonas spp. by providing genome sequence data through the NBRC web site (http://www.bio.nite.go.jp/ngac/e/project_wgs-e.html) and DDBJ/EMBL/GenBank databases."
1883430.6,unclassified Elizabethkingia,HP,Elizabethkingia sp. HvH-WGS333,"Human, Homo sapiens",Synovial fluid,,Good,17-Sep-2015,2019-07-19 19:45:42.622000+00:00,,Arthritis,,Whole genome sequence of a clinical isolate of Elizabethkingia species
1898677.4,unclassified Shigella,HP,Shigella sp. FC2541,"Human, Homo sapiens",feces,,Good,2013,2019-07-19 22:34:43.971000+00:00,,diarrheal disease,,Non agglutinable Shigella isolated from faeces sample
2233534.3,unclassified Enterococcus,HP,Enterococcus sp. ARL09-542,"Human, Homo sapiens",rectal swab,,Good,2009,2019-07-20 14:10:53.221000+00:00,,,,"This project analyzes 231 VRE isolates sourced from clinical and poultry sources in New Zealand between 1996 and 2009, in order to better understand persistence mechanisms and spread between reservoirs during this time period."
2480815.3,unclassified Pseudoxanthomonas,HP,Pseudoxanthomonas sp. NML171107,"Human, Homo sapiens",sputum,,Good,Aug-2017,2019-07-20 15:04:23.444000+00:00,,,,Draft whole genome sequence of clinical isolates of Pseudoxanthomonas sp.
2562450.3,unclassified Salmonella,HP,Salmonella sp. SW39,"Human, Homo sapiens",blood,,Good,2017-05,2019-07-20 23:28:25.812000+00:00,,Salmonella gastroenteritis,,Whole genome of Salmonella enterica serovar Typhimurium strain from a clinical patient in The Affiliated Hospital of Southwest Medical University.
2562948.3,unclassified Alcaligenaceae,HP,Alcaligenaceae bacterium 429,"Human, Homo sapiens",,,Good,2012,2019-07-20 23:37:38.032000+00:00,,,,"Genome sequencing of an isolate received from Elmhurst Hospital, Elmhurst, IL, in 2012 for identification. No patient data is available."
2497688.3,unclassified Staphylococcus,HP,Staphylococcus sp. SKL71187,Homo sapiens,cerebrospinal fluid,,Good,05-Mar-2018,2019-09-30 14:28:32.513000+00:00,,Intracranial infection,,Three linezolid-resistant staphylococci strains
2163603.3,unclassified Enterobacter,HP,Enterobacter sp. EC-NT1,"Human, Homo sapiens",blood,,Good,25-Jul-2016,2018-09-30 14:10:57.970000+00:00,,,,a clinical multidrug resistant strain harbouring blaNDM-3 isolated from bloodstream infection
1972757.3,unclassified Klebsiella,HP,Klebsiella sp. PO552 strain PO552,"Human, Homo sapiens",blood,,Good,04-Jun-2009,2017-07-22 15:07:08.184000+00:00,,Sepsis,,Klebsiella pneumoniae strains causing bloodstream infections in infants in Nigeria will be sequenced
1906334.4,unclassified Corynebacterium,HP,Corynebacterium sp. NML140438,"Human, Homo sapiens",urine,,Good,May-2014,2019-07-19 22:46:04.616000+00:00,,,,Corynebacterium CDC Group F-1 Genome sequencing and assembly - 5 strains from clinical samples
575585.3,Acinetobacter calcoaceticus,HP,Acinetobacter calcoaceticus RUH2202,"Human, Homo sapiens",Wound,isolated from a skin wound,Good,1980,2014-12-08 22:09:39.745000+00:00,,,Nosocomial infections,Acinetobacter calcoaceticus RUH2202.Strain RUH 2202 was isolated from a skin wound.This strain will be used for comparative genome analysis.
2490955.3,unclassified Veillonella,HP,Veillonella sp. 3960,"Human, Homo sapiens",stomatology,"isolated from human clinical samples that were closely related in 16S rDNA-based phylogeny, and type strains of 4Veillonella species",Good,22-May-2014,2019-02-01 00:14:06.645000+00:00,,not collected,,"We report here 18 draft genomes for 14 unidentified Veillonella sp. isolated from human clinical samples that were closely related in 16S rDNA-based phylogeny, and type strains of 4Veillonella species. Comparison of whole-genome sequences determined in this work with publicly available ones will contribute to i) decipher relationships between related species, ii) evaluate the accuracy of current thresholds for species delineation, iii) support reappraisal of the taxonomy, iv) robustly describe new species, and v) propose minimal standards for description of new species in the genus Veillonella."
1217656.3,Acinetobacter guillouiae,HP,Acinetobacter guillouiae NIPH 991,"Human, Homo sapiens",Ear swab (outpatient),,Good,1998,2014-12-08 22:09:40.483000+00:00,,,,"Acinetobacter Sequencing;Compared to type: AFLP(50%), rpoB(N/A: 99.2%/100%), phenotype different"
981333.4,Acinetobacter parvus,HP,Acinetobacter parvus DSM 16617 = CIP 108168,"Human, Homo sapiens",ear from patient with otitis media,,Good,1996,2014-12-08 22:09:41.812000+00:00,,,,-;Type strain
575589.3,Acinetobacter radioresistens,HP,Acinetobacter radioresistens SH164,"Human, Homo sapiens",Skin,recovered from a patient's forehead,Good,1994,2014-12-08 22:09:42.138000+00:00,,,Nosocomial infections,Acinetobacter radioresistens SH164.Strain SH 164 was recovered from a patient's forehead.This strain will be used for comparative genome analysis.
883081.3,Alloiococcus otitis,HP,Alloiococcus otitis ATCC 51267,"Human, Homo sapiens","Geert Huys, BCCM/LMG Bacteria Collection, Ghent University, BELGIUM; Middle ear fluids of child with persistent otitis media with effusion",,Good,2010,2014-12-08 22:10:00.090000+00:00,,,Otitis media,Reference genome for the Human Microbiome Project
1355371.3,Aliiarcobacter faecis,HP,Arcobacter sp. AF1078,"Human, Homo sapiens",human sewage tank # 10,,Good,2009,2014-12-08 22:10:06.806000+00:00,,,,The purpose is to study prevalence and pathogenicity of Arcobacter species strain AF1078 in fecal matter.
1172205.4,Bordetella holmesii,HP,Bordetella holmesii 44057,"Human, Homo sapiens",blood from a 7 year-old patient,,Good,2011,2014-12-08 22:10:30.405000+00:00,,,,Bordetella holmesii causes invasive infections in immunocompromised humans. This project will generate genome sequences of clinical isolates of B. holmesii to help advance studies of its pathogenesis.
1198692.3,Brucella abortus,HP,Brucella abortus CNGB 1011,"Human, Homo sapiens",Synovial fluid,,Good,2005,2014-12-08 22:10:36.865000+00:00,,,,Examination of differences in pathogenic processes 
1198684.3,Brucella canis,HP,Brucella canis CNGB 1324,"Human, Homo sapiens",Blood,,Good,2008,2014-12-08 22:10:38.456000+00:00,,,,Argentina B. canis outbreak
1176514.4,Burkholderia glumae,HP,Burkholderia glumae AU6208,"Human, Homo sapiens",8 months old infant boy,,Good,2006,2014-12-08 22:10:41.856000+00:00,,,Chronic granulomatous disease,Caused Chronic granulomatous disease in human.
827.3,Campylobacter ureolyticus,HP,Campylobacter ureolyticus strain CIT007,"Human, Homo sapiens",clinical faecal samples; Cork University Hospital,,Good,2012,2014-12-08 22:10:47.986000+00:00,,,Gastrointeritis,Isolation of the novel gastrointestinal pathogen Campylobacter ureolyticus from clinical faecal samples.
1121364.3,Corynebacterium massiliense,HP,Corynebacterium massiliense DSM 45435,"Human, Homo sapiens",Hip joint fluid of a patient with an infected orthopaedic prosthesis,,Good,2005,2014-12-08 22:11:03.844000+00:00,,Infected orthopaedic prosthesis,,"Genomic Encyclopedia of Type Strains, Phase I: one thousand microbial genomes (KMG) project. The goal of the Genomic Encyclopedia of Bacteria and Archaea (GEBA) initiative is to sequence genomes to fill phylogenetic gaps, generating reference genomes for every major and minor group of bacteria and archaea.  Currently sequenced genomes have provided highly uneven coverage of the type strain material present in public culture collections.  The Microbial Earth Project is an initiative of the Microbial Genomics Program of the DOE Joint Genome Institute that focuses on 1000 Type strains from the DSMZ and ATCC repositories."
1111729.3,Corynebacterium sputi,HP,Corynebacterium sputi DSM 45148,"Human, Homo sapiens",Sputum of patient with pneumonia,,Good,1996,2014-12-08 22:11:04.419000+00:00,,Pneumonia,,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG) project."
1158614.4,Enterococcus gilvus,HP,Enterococcus gilvus ATCC BAA-350 [PRJNA206359],"Human, Homo sapiens",Bile,Bile from a patient with cholecystitis,Good,1998,2014-12-08 22:11:18.006000+00:00,,cholecystitis,Cholecystitis,"Enterococcus gilvus ATCC BAA-350 PacBio/Illumina Sequencing, Hybrid Assembly and Comparative Analysis Project."
1158607.4,Enterococcus pallens,HP,Enterococcus pallens ATCC BAA-351 [PRJNA206355],"Human, Homo sapiens",Peritoneal dialysate,Peritoneal dialysate from a patient with peritonitis due to a perforated intestine,Good,2000,2014-12-08 22:11:18.074000+00:00,,peritonitis,Peritonitis,"Enterococcus pallens BAA-351 PacBio/Illumina Sequencing, Hybrid Assembly and Comparative Analysis Project."
1177117.3,Halomonas stevensii,HP,Halomonas stevensii S18214,"Human, Homo sapiens",blood from a renal care patient,,Good,2007,2014-12-08 22:11:42.937000+00:00,,,,"Genome announcement.  A Gram-negative, halophilic, motile and non-spore-forming bacterium."
575588.3,Acinetobacter lwoffii,HP,Acinetobacter lwoffii SH145,"Human, Homo sapiens",Skin,recovered from a patient's hand,Good,1994,2014-12-08 22:09:41.340000+00:00,,,Nosocomial infections,Acinetobacter lwoffii SH145.Strain SH 145 was recovered from a patient's hand.This strain will be used for comparative genome analysis.
1299322.3,Mycobacteroides chelonae,HP,Mycobacterium chelonae 1518,"Human, Homo sapiens",sputum,,Good,2010,2014-12-08 22:12:07.335000+00:00,,,,Whole genome sequencing of 14 antibiotic resistant nontuberculous mycobacteria used in preclinical compound testing at Colorado State University;many frameshifted proteins
