Genome ID,pathogenicity,bacpacs,pathogenfinder,paprbag_fold1,paprbag_fold2,paprbag_fold3,paprbag_fold4,paprbag_fold5,Genome Name,Organism Name,Isolation Source,Habitat,Disease,Host Health,Other Clinical,Comments
730.54,hp,nhp,hp,hp,hp,hp,hp,hp,[Haemophilus] ducreyi strain FDAARGOS_297,,Skin papules; biopsies,,,Erythematous papules,host_description:Experimentally infected human subject volunteer;host_disease_outcome:13D of experimental infection,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA’s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally: •Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. •Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and Pac Biosequencing platforms at the Institute for Genome Sciences disclaimer icon at the University of Maryland (UMD-IGS). •Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases. The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available."
777.186,hp,hp,hp,hp,hp,hp,hp,hp,Coxiella burnetii strain Heizberg,,,,,,,Several Coxiella burnetii strains along with strains isolated during the outbreak period (2007-2010) in Netherlands are compared in this project.
813.141,hp,hp,hp,hp,hp,hp,hp,hp,Chlamydia trachomatis strain SQ12,,epithelial cells,,,,host_subject_id:Patient 5,"This project was designed to examine whether different same-serovar strains from single patients were most likely persistent or repeat infections. As long-term or repeated exposure to C. trachomatis is considered important in serious disease of the genital tract, understanding the nature of these infections is important."
813.142,hp,hp,hp,hp,hp,hp,hp,hp,Chlamydia trachomatis strain SQ14,,epithelial cells,,,,host_subject_id:Patient 5,"This project was designed to examine whether different same-serovar strains from single patients were most likely persistent or repeat infections. As long-term or repeated exposure to C. trachomatis is considered important in serious disease of the genital tract, understanding the nature of these infections is important."
1280.11677,hp,hp,hp,hp,hp,hp,hp,hp,Staphylococcus aureus strain USA300-SUR11,,Perineum,,,,,The study characterizes a Staphylococcus aureus outbreak which took place in Paramaribo in the Republic of Suriname.
28450.385,hp,hp,hp,hp,hp,hp,hp,hp,Burkholderia pseudomallei strain MSHR5864,,Blood,,,Melioidosis,,Comparison of isogenic B. pseudomallei isolates obtained from three patients who had received meropenem for melioidosis treatment.
520.574,hp,hp,nhp,hp,hp,hp,hp,hp,Bordetella pertussis strain I998,,,,,pertussis,,"This project is an effort by the Pertussis and Diphtheria Laboratory at the Centers for Disease Control and Prevention to study the genomic diversity of B. pertussis isolates collected in the United States. Isolates have been selected for sequencing with the intent to broadly sample representative phenotypes, genotypes, geographic locations, and disease severity. Comparative analyses of these data should shed new light on genome evolution while informing the development of novel molecular typing strategies for this important bacterial pathogen."
83554.74,hp,hp,hp,hp,hp,hp,hp,hp,Chlamydia psittaci strain GIMC 2005:CpsCP1,,synovial fluid,,,arthritis,,the strain was isolated from synovial fluid of the patient with arthritis
106654.48,nhp,hp,hp,hp,hp,hp,hp,hp,Acinetobacter nosocomialis strain SSA3,,blood,,,not collected,,comparative genomics of blaOXA-23-carrying Acinetobacter strains
1308.247,nhp,nhp,nhp,hp,hp,hp,hp,hp,Streptococcus thermophilus strain ST3,,Commercial dietary supplements,,,,,ST3 strain was isolated from Commercial dietary supplements
1352.1760,nhp,hp,hp,hp,hp,hp,hp,hp,Enterococcus faecium strain Ef_aus00233,,clinical,,,,host_health_state:healthy,"During 2011, a previously unreported clone of vancomycin resistant Enterococcus faecium was simultaneously isolated from several hospitals in Australia and was assigned the multi locus sequence type ST796. Here we describe the complete genome sequence of Enterococcus faecium isolate Ef_aus0233, a representative of this emergent clone. We used single molecule real-time sequencing to establish a high quality, fully assembled genome comprising a chromosome of 2,888,087 bp and five plasmids."
137591.34,nhp,nhp,nhp,hp,hp,hp,hp,hp,Weissella cibaria strain CMS3,,infant saliva,,,,,Genome sequencing helps to provide more genomic insights of probiotic properties
1496.1556,nhp,hp,hp,hp,hp,hp,hp,hp,Clostridioides difficile strain BR81,,Human feces,,,nope,host_description:Infant,Clostridium difficile isolated from feces of healthy infant
1582.99,nhp,nhp,nhp,hp,hp,hp,hp,hp,Lactobacillus casei strain LC5,,Commercial dietary supplements,,,,,LC5 strain was isolated from Commercial dietary supplements
1590.548,nhp,nhp,nhp,hp,hp,hp,hp,hp,Lactobacillus plantarum strain LP3,,Commercial dietary supplements,,,,,LP3 strain was isolated from Commercial dietary supplements
1613.133,nhp,nhp,nhp,hp,hp,hp,hp,hp,Lactobacillus fermentum strain FTDC 8312,,fecal sample,,,,,Here we describe the genome sequence of L. fermentum FTDC 8312 which is a probiotic strain that reduce serum cholesterol level via alteration of gut microbiota
168807.6,nhp,hp,hp,hp,hp,hp,hp,hp,Escherichia coli O127:H6 strain EPEC1,,Artificial construct derived from EPEC E2348/69 variety 2,,,,host_health_state:not applicable,"Genome of mutant EPEC1, strain derived from EPEC E2348/69 variety 2, artificially constructed in vitro deleting all known effectors of T3SS except Tir. Sequenced using NGS and assembled using as references NC_011601.1 and EPEC E2348/69 variety 2"
172042.4,nhp,nhp,hp,hp,hp,hp,hp,hp,Rothia aeria strain JCM 11412,,Mir space station,HostAssociated,healthy,,,"We present here the complete genome sequence of Rothia aeria JCM 11412, a strain isolated from air samples from the living environment of the Mir space station. This strain is amenable to genetic manipulation by transformation and so provides a useful foundation for more detailed investigation of this species."
1841863.3,nhp,hp,hp,hp,hp,hp,hp,hp,Gordonibacter sp. Marseille-P2775 strain Marseille-P2775,,stool,,,,,Gordonibacter massiliensis was isolated from stool in a healthy patient as part of a 'culturomics' study aimaing at cultivating all bacteria in human vagina.
1849491.6,nhp,nhp,hp,hp,hp,hp,hp,hp,Staphylococcaceae bacterium S31 strain S31,,Healthy human skin surface,,,,,Bacterial isolate from healthy human skin.
1902136.3,nhp,hp,hp,hp,hp,hp,hp,hp,Streptococcus sp. NPS 308,,"8-years-old girl diagnosed IE, was performed to elucidate the pathogenic factors",,,infective endocarditis,,"The genus Streptococcus encompasses a broad range of Gram-positive catalase-negative chain-forming coccus-shaped organisms. Streptococci are widely present in the oral cavity and are established part of commensal flora. Infective endocarditis (IE) is characterized by a formation of septic masses of platelets on the surfaces of heart valves and oral viridans streptococci are one of the major pathogen of IE. In this project, whole genome sequence from a strain of Streptococcus sp., isolated from an 8-years-old girl diagnosed IE, was performed to elucidate the pathogenic factors. This genome sequence may provide fundamental molecular information on the genetic characteristics and pathogenesis of Streptococcus sp. NPS308."
1944646.3,nhp,nhp,nhp,hp,hp,hp,hp,hp,Phoenicibacter massiliensis strain Marseille-P3241,,stool,,,,,Phoenicibacter massiliensis was isolated from stool in a healthy patient as part of a 'culturomics' study aimaing at cultivating all bacteria in human vagina.
28025.19,nhp,nhp,nhp,hp,hp,hp,hp,hp,Bifidobacterium animalis strain BL3,,Commercial dietary supplements,,,,,BL3 strain was isolated from Commercial dietary supplements
287.3868,nhp,hp,hp,hp,hp,hp,hp,hp,Pseudomonas aeruginosa strain RIVM-EMC2982,,unavailable,,,unavailable,,reference genome
470.3347,nhp,hp,hp,hp,hp,hp,hp,hp,Acinetobacter baumannii strain JBA13,,sputum,,,not collected,,comparative genomics of blaOXA-23-carrying Acinetobacter strains
470.3348,nhp,nhp,hp,hp,hp,hp,hp,hp,Acinetobacter baumannii strain CBA7,,sputum,,,not collected,,comparative genomics of blaOXA-23-carrying Acinetobacter strains
470.3349,nhp,hp,hp,hp,hp,hp,hp,hp,Acinetobacter baumannii strain 15A34,,Pulmonary,,,not collected,,comparative genomics of blaOXA-23-carrying Acinetobacter strains
470.3350,nhp,hp,hp,hp,hp,hp,hp,hp,Acinetobacter baumannii strain 15A5,,Pulmonary,,,not collected,,comparative genomics of blaOXA-23-carrying Acinetobacter strains
470.3351,nhp,hp,hp,hp,hp,hp,hp,hp,Acinetobacter baumannii strain USA2,,urine,,,not collected,,comparative genomics of blaOXA-23-carrying Acinetobacter strains
470.3352,nhp,hp,hp,hp,hp,hp,hp,hp,Acinetobacter baumannii strain SSA6,,Endotracheal aspirate,,,not collected,,comparative genomics of blaOXA-23-carrying Acinetobacter strains
470.3353,nhp,hp,hp,hp,hp,hp,hp,hp,Acinetobacter baumannii strain HWBA8,,sputum,,,not collected,,comparative genomics of blaOXA-23-carrying Acinetobacter strains
470.3354,nhp,hp,hp,hp,hp,hp,hp,hp,Acinetobacter baumannii strain WKA02,,sputum,,,not collected,,comparative genomics of blaOXA-23-carrying Acinetobacter strains
470.3355,nhp,hp,hp,hp,hp,hp,hp,hp,Acinetobacter baumannii strain USA15,,sputum,,,not collected,,comparative genomics of blaOXA-23-carrying Acinetobacter strains
470.3356,nhp,hp,hp,hp,hp,hp,hp,hp,Acinetobacter baumannii strain SAA14,,blood,,,not collected,,comparative genomics of blaOXA-23-carrying Acinetobacter strains
470.3357,nhp,hp,hp,hp,hp,hp,hp,hp,Acinetobacter baumannii strain SSA12,,blood,,,not collected,,comparative genomics of blaOXA-23-carrying Acinetobacter strains
470.3358,nhp,hp,hp,hp,hp,hp,hp,hp,Acinetobacter baumannii strain SSMA17,,Bronchial washing fluid,,,not collected,,comparative genomics of blaOXA-23-carrying Acinetobacter strains
47715.277,nhp,nhp,nhp,hp,hp,hp,hp,hp,Lactobacillus rhamnosus strain Pen,,gastrointestinal tract,,,,,Complete genome sequence of Lactobacillus rhamnosus Pen – a probiotic component of medicine preventing of antibiotic-associated diarrhoea in children.
47715.310,nhp,nhp,nhp,hp,hp,hp,hp,hp,Lactobacillus rhamnosus strain LR5,,Commercial dietary supplements,,,,,LR5 strain was isolated from Commercial dietary supplements
487.1231,nhp,hp,hp,nhp,nhp,hp,nhp,hp,Neisseria meningitidis strain 38277,,Throat,HostAssociated,,,,Closed genome of a commensal isolate
515619.32,nhp,hp,hp,nhp,nhp,nhp,nhp,nhp,[Eubacterium rectale] ATCC 33656,,human feces,,,,,Eubacterium rectale ATCC 33656. Eubacterium rectale ATCC 33656 was isolated from human feces. This is the type strain and will be used for comparative analysis with other human gut bacteria.
562.16428,nhp,hp,hp,hp,hp,hp,hp,hp,Escherichia coli strain G199,,,,,,,Comparative sequencing of ExPEC ST131
74426.49,nhp,nhp,nhp,hp,hp,hp,hp,hp,Collinsella aerofaciens strain indica,,stool,,,,,"Collinsella aerofaciens, a rod-shaped non-motile obligate anaerobe, is the mostabundant Actinobacteria in the gastrointestinal tract of healthy humans. Altered abundance of C. aerofaciens may be linked with several health disorders including irritable bowel syndrome. In the present study, we report the complete genome sequence of C. aerofaciens strain Indica."
76857.43,nhp,nhp,hp,hp,hp,hp,hp,hp,Fusobacterium nucleatum subsp. polymorphum strain KCOM 1275,,subgingival plaque,,,normal,,Genome sequencing of Fusobacterium nucleatum subsp. polymorphum KCOM 1275 (=ChDC F310)
853.172,nhp,nhp,nhp,nhp,nhp,nhp,nhp,nhp,Faecalibacterium prausnitzii strain Indica,,,,,,,"Faecalibacterium prausnitzii is the most abundant (~4%) member of Firmicutes in the colon of healthy humans. It is a strictly anaerobes and plays important role in the intestinal homeostasis. In the present study, we report the complete genome sequence of F. prausnitzii strain “Indica”."
860.11,nhp,nhp,hp,hp,hp,hp,hp,hp,Fusobacterium periodonticum strain KCOM 1261,,Tongue,,,normal,,Genome sequencing of Fusobacterium periodonticum KCOM 1261
860.16,nhp,nhp,hp,hp,hp,hp,hp,hp,Fusobacterium periodonticum strain KCOM 2555,,Dental plaque,,,normal,,Genome sequencing of Fusobacterium periodonticum KCOM 2555
860.17,nhp,nhp,hp,hp,hp,hp,hp,hp,Fusobacterium periodonticum strain KCOM 1262,,Tongue,,,normal,,Genome sequencing of Fusobacterium periodonticum KCOM 1262
860.18,nhp,nhp,hp,hp,hp,hp,hp,hp,Fusobacterium periodonticum strain KCOM 2653,,Tongue,,,normal,,Genome sequencing of Fusobacterium periodonticum KCOM 2653
